id,is_shadowed,reason,updated_at,created_at,created_by,updated_by,game_id,table_id,user_id,appversion
2511274,True,matchmaking-failed,"July 1, 2025, 4:20:35.000 PM","July 1, 2025, 4:20:05.000 PM",rummy-registration,matchmaking-failed-system,6863fc288fc0b7fade1d8c83,"589,351",68009569adbdde23b7c14669,440
2511275,True,matchmaking-failed,"July 1, 2025, 4:20:35.000 PM","July 1, 2025, 4:20:05.000 PM",rummy-registration,matchmaking-failed-system,6863fc288fc0b7fade1d8c83,"589,351",682f70ff0a93c12c5f3f2cbe,440
2511325,True,matchmaking-failed,"July 1, 2025, 4:20:46.000 PM","July 1, 2025, 4:20:16.000 PM",rummy-registration,matchmaking-failed-system,6863fbb18fc0b75e4d1d8c3c,"589,280",685d063d0a93c12c5f731d30,443
2511331,True,matchmaking-failed,"July 1, 2025, 4:20:46.000 PM","July 1, 2025, 4:20:19.000 PM",rummy-registration,matchmaking-failed-system,6863fbb18fc0b75e4d1d8c3c,"589,280",685c7d510a93c12c5fd47030,443
2511469,True,matchmaking-failed,"July 1, 2025, 4:21:25.000 PM","July 1, 2025, 4:20:55.000 PM",rummy-registration,matchmaking-failed-system,6863fc298fc0b79ca61d8cc9,"589,421",686406e60a93c12c5f0ee4ef,444
2511474,True,matchmaking-failed,"July 1, 2025, 4:21:25.000 PM","July 1, 2025, 4:20:55.000 PM",rummy-registration,matchmaking-failed-system,6863fc298fc0b79ca61d8cc9,"589,421",685d063d0a93c12c5f731d30,443
2511513,True,matchmaking-failed,"July 1, 2025, 4:21:36.000 PM","July 1, 2025, 4:21:06.000 PM",rummy-registration,matchmaking-failed-system,6863fc298fc0b7fc921d8cac,"589,392",67fc84d3adbdde23b7830d07,440
2511520,True,matchmaking-failed,"July 1, 2025, 4:21:36.000 PM","July 1, 2025, 4:21:09.000 PM",rummy-registration,matchmaking-failed-system,6863fc298fc0b7fc921d8cac,"589,392",67ec158aadbdde23b78cc574,444
2511599,True,matchmaking-failed,"July 1, 2025, 4:21:59.000 PM","July 1, 2025, 4:21:29.000 PM",rummy-registration,matchmaking-failed-system,6863e711fa2d8e0bd8948605,"584,363",683091270a93c12c5f18a882,444
2511624,True,matchmaking-failed,"July 1, 2025, 4:21:59.000 PM","July 1, 2025, 4:21:34.000 PM",rummy-registration,matchmaking-failed-system,6863e711fa2d8e0bd8948605,"584,363",685d063d0a93c12c5f731d30,443
2511755,True,matchmaking-failed,"July 1, 2025, 4:22:43.000 PM","July 1, 2025, 4:22:13.000 PM",rummy-registration,matchmaking-failed-system,6863fca0fa2d8e8ebe949171,"589,490",685d063d0a93c12c5f731d30,443
